Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2020-08-24 11:35:35.507 -0500,"Success",0:01:10,0,0,0,"20200824_113535.507/LogFile.txt","","",1
2020-08-24 11:40:43.278 -0500,"Aborted",0:00:35,1,1,1,"20200824_114043.278/LogFile.txt","","",0
2020-08-24 11:42:16.048 -0500,"Success",0:00:18,0,0,0,"20200824_114216.048/LogFile.txt","","",1
2020-08-26 12:45:13.438 -0500,"Success",0:00:24,0,0,0,"20200826_124513.438/LogFile.txt","","",1
2020-08-26 13:44:53.162 -0500,"Success",0:00:23,0,0,0,"20200826_134453.162/LogFile.txt","","",1
2020-09-16 17:58:33.799 -0500,"Aborted",0:00:01,1,0,0,"20200916_175833.799/LogFile.txt","","",0
