Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2020-06-08 12:13:51.886 -0500,"Success",0:00:01,0,0,0,"20200608_121351.886/LogFile.txt","","",1
